CMS_cert_no,Fac_name,City,State,Zip,Region,year,N,cost_charge,wage_indx,Rural,dis_share,census,ownership,teaching,freestanding,avg_wt,I_001_01,I_001_01.note,I_001_01.denom,I_001_01.start,I_001_01.end,I_001_02,I_001_02.note,I_001_02.denom,I_001_02.numer,I_001_02.obs,I_001_02.start,I_001_02.end,I_002_01.obs,I_002_01.note,I_002_01.denom,I_002_01.numer,I_002_01.start,I_002_01.end,I_006_01,I_006_01.note,I_006_01.cilo,I_006_01.ciup,I_006_01.grade,I_006_01.days,I_006_01.N,I_006_01.numer,I_006_01.start,I_006_01.end,I_007_01,I_007_01.note,I_007_01.grade,I_007_01.cilo,I_007_01.ciup,I_007_01.N,I_007_01.start,I_007_01.end,I_008_01,I_008_01.note,I_008_01.denom,I_008_01.numer,I_008_01.start,I_008_01.end,I_013_01,I_013_01.note,I_013_01.denom,I_013_01.numer,I_013_01.start,I_013_01.end,I_014_01,I_014_01.note,I_014_01.cilo,I_014_01.ciup,I_014_01.grade,I_014_01.days,I_014_01.N,I_014_01.numer,I_014_01.start,I_014_01.end,I_015_01,I_015_01.note,I_015_01.cilo,I_015_01.ciup,I_015_01.grade,I_015_01.days,I_015_01.N,I_015_01.numer,I_015_01.start,I_015_01.end,I_016_01,I_016_01.note,I_016_01.denom,I_016_01.numer,I_016_01.start,I_016_01.end,I_019_01,I_019_01.note,I_019_01.cilo,I_019_01.ciup,I_019_01.obs,I_019_01.grade,I_019_01.numb,I_019_01.N,I_019_01.start,I_019_01.end,I_020_01,I_020_01.note,I_020_01.numb,I_020_01.start,I_020_01.end
393027,HEALTHSOUTH HARMARVILLE REHABILITATION HOSPITAL,PITTSBURGH,PA,15238,3,2016,1179,0.45,0.86,0,0.08,2,P,0.00,1,1.36,0.20,,1345,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,4,,,,,,,1-Jan-15,31-Dec-15,13.60,,Worse than the National Rate,13.38,13.83,1325,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393027,HEALTHSOUTH HARMARVILLE REHABILITATION HOSPITAL,PITTSBURGH,PA,15238,3,2017,974,0.49,0.86,0,0.07,2,P,0.00,1,1.31,0.30,,1268,1-Jan-16,31-Dec-16,,,,,,,,91.80,,657,,1-Oct-15,31-Mar-16,1.49,,0.65,2.94,No Different than the National Benchmark,3037,5,7,1-Jan-16,31-Dec-16,13.92,,Worse than the National Rate,13.69,14.13,1052,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,24914,0,0,1-Jan-16,31-Dec-16,1.91,,1.22,2.87,Worse than the National Benchmark,24914,11,21,1-Jan-16,31-Dec-16,84.00,,500,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
393027,HEALTHSOUTH HARMARVILLE REHABILITATION HOSPITAL,PITTSBURGH,PA,15238,3,2018,911,0.57,0.87,0,0.11,2,P,0.00,1,1.40,,,,,,0.00,,1338,0,0.00,1-Oct-16,30-Sep-17,91.80,,657,603,1-Oct-15,31-Mar-16,0.87,,0.22,2.37,No Different than the National Benchmark,2228,3,3,1-Oct-16,30-Sep-17,,,,,,,,,99.90,,1292,1291,1-Jan-17,31-Dec-17,0.00,,1292,0,1-Jan-17,31-Dec-17,,7,,,,24409,0,1,1-Oct-16,30-Sep-17,0.71,,0.33,1.35,No Different than the National Benchmark,24409,11,8,1-Oct-16,30-Sep-17,84.00,,500,418,1-Oct-15,31-Mar-16,70.51,,70.00,70.96,61.48,Better than the National Rate,680,1106,1-Oct-15,30-Sep-17,1.14,,1376,1-Oct-15,30-Sep-17
393030,ALLIED SERVICES INSTITUTE OF REHABILITATI MEDICINE,SCRANTON,PA,18508,3,2016,1479,0.68,0.80,0,0.07,2,N,0.00,1,1.30,1.00,,1540,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,4,,,,,,,1-Jan-15,31-Dec-15,11.35,,Better than the National Rate,11.17,11.55,2105,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393030,ALLIED SERVICES INSTITUTE OF REHABILITATI MEDICINE,SCRANTON,PA,18508,3,2017,1430,0.63,0.83,0,0.08,2,N,0.00,1,1.29,0.30,,1180,1-Jan-16,31-Dec-16,,,,,,,,92.20,,689,,1-Oct-15,31-Mar-16,2.71,,0.69,7.37,No Different than the National Benchmark,1025,1,3,1-Jan-16,31-Dec-16,11.51,,Better than the National Rate,11.28,11.72,2025,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,16489,0,0,1-Jan-16,31-Dec-16,0.49,,0.12,1.33,No Different than the National Benchmark,16489,6,3,1-Jan-16,31-Dec-16,85.00,,454,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
393030,ALLIED SERVICES INSTITUTE OF REHABILITATION,SCRANTON,PA,18508,3,2018,1084,0.64,0.84,0,0.07,2,N,0.00,1,1.35,,,,,,0.60,,1209,10,0.80,1-Oct-16,30-Sep-17,92.20,,689,635,1-Oct-15,31-Mar-16,0.00,,,2.86,No Different than the National Benchmark,968,1,0,1-Oct-16,30-Sep-17,,,,,,,,,99.90,,1245,1244,1-Jan-17,31-Dec-17,0.20,,1245,3,1-Jan-17,31-Dec-17,,7,,,,16779,0,0,1-Oct-16,30-Sep-17,1.06,,0.43,2.21,No Different than the National Benchmark,16779,6,6,1-Oct-16,30-Sep-17,85.00,,454,388,1-Oct-15,31-Mar-16,69.34,,68.92,69.76,68.02,Better than the National Rate,1042,1532,1-Oct-15,30-Sep-17,1.07,,1746,1-Oct-15,30-Sep-17
393031,HEALTHSOUTH REHAB HOSPITAL OF MECHANICSBURG,MECHANICSBURG,PA,17055,3,2016,1130,0.56,0.97,0,0.05,2,P,0.00,1,1.23,0.10,,1152,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,4,,,,,,,1-Jan-15,31-Dec-15,13.26,,No Different than the National Rate,13.04,13.47,1483,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393031,HEALTHSOUTH REHAB HOSPITAL OF MECHANICSBURG,MECHANICSBURG,PA,17055,3,2017,997,0.60,0.95,0,0.05,2,P,0.00,1,1.26,0.00,,1178,1-Jan-16,31-Dec-16,,,,,,,,85.30,,613,,1-Oct-15,31-Mar-16,2.01,,0.51,5.47,No Different than the National Benchmark,1382,1,3,1-Jan-16,31-Dec-16,13.61,,Worse than the National Rate,13.40,13.82,1312,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,16442,0,0,1-Jan-16,31-Dec-16,1.10,,0.51,2.10,No Different than the National Benchmark,16442,7,8,1-Jan-16,31-Dec-16,81.00,,349,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
393031,HEALTHSOUTH REHAB HOSPITAL OF MECHANICSBURG,MECHANICSBURG,PA,17055,3,2018,973,0.61,0.94,0,0.05,2,P,0.00,1,1.25,,,,,,0.20,,1163,3,0.30,1-Oct-16,30-Sep-17,85.30,,613,523,1-Oct-15,31-Mar-16,0.79,,0.04,3.89,No Different than the National Benchmark,1174,1,1,1-Oct-16,30-Sep-17,,,,,,,,,99.30,,1167,1159,1-Jan-17,31-Dec-17,0.30,,1167,4,1-Jan-17,31-Dec-17,,7,,,,16830,0,1,1-Oct-16,30-Sep-17,1.45,,0.73,2.58,No Different than the National Benchmark,16830,7,10,1-Oct-16,30-Sep-17,81.00,,349,282,1-Oct-15,31-Mar-16,70.69,,70.24,71.12,66.30,Better than the National Rate,842,1270,1-Oct-15,30-Sep-17,1.03,,1493,1-Oct-15,30-Sep-17
393035,"GOOD SHEPHERD REHABILITATION HOSPITAL, THE",ALLENTOWN,PA,18103,3,2016,920,0.43,0.91,0,0.21,2,N,0.00,1,1.18,1.10,,1092,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,4,,,,,,,1-Jan-15,31-Dec-15,12.32,,Better than the National Rate,12.13,12.52,1570,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393035,"GOOD SHEPHERD REHABILITATION HOSPITAL, THE",ALLENTOWN,PA,18103,3,2017,890,0.42,0.91,0,0.23,2,N,0.00,1,1.26,1.20,,942,1-Jan-16,31-Dec-16,,,,,,,,95.40,,568,,1-Oct-15,31-Mar-16,4.51,,1.97,8.93,Worse than the National Benchmark,1001,2,7,1-Jan-16,31-Dec-16,12.76,,Better than the National Rate,12.55,12.95,1423,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,27924,1,0,1-Jan-16,31-Dec-16,0.97,,0.51,1.69,No Different than the National Benchmark,27924,11,11,1-Jan-16,31-Dec-16,95.00,,1441,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
393035,"GOOD SHEPHERD REHABILITATION HOSPITAL, THE",ALLENTOWN,PA,18103,3,2018,762,0.43,0.92,0,0.25,2,N,0.00,1,1.27,,,,,,0.10,,1019,2,0.20,1-Oct-16,30-Sep-17,95.40,,568,542,1-Oct-15,31-Mar-16,3.96,,1.84,7.52,Worse than the National Benchmark,1304,2,8,1-Oct-16,30-Sep-17,,,,,,,,,99.80,,1014,1012,1-Jan-17,31-Dec-17,0.30,,1014,3,1-Jan-17,31-Dec-17,,7,,,,30263,1,0,1-Oct-16,30-Sep-17,0.73,,0.39,1.28,No Different than the National Benchmark,30263,15,11,1-Oct-16,30-Sep-17,95.00,,1441,1368,1-Oct-15,31-Mar-16,63.50,,63.11,63.84,61.58,Worse than the National Rate,811,1317,1-Oct-15,30-Sep-17,1.04,,1217,1-Oct-15,30-Sep-17
393036,JOHN HEINZ INSTITUTE OF REHABILITATION,WILKES BARRE TOWNSHI,PA,18702,3,2016,1109,0.69,0.80,0,0.07,2,N,0.00,1,1.33,0.20,,1226,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,4,,,,,,,1-Jan-15,31-Dec-15,10.77,,Better than the National Rate,10.57,10.99,1764,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393036,JOHN HEINZ INSTITUTE OF REHABILITATION,WILKES BARRE TOWNSHI,PA,18702,3,2017,1120,0.70,0.83,0,0.06,2,N,0.00,1,1.33,0.30,,1110,1-Jan-16,31-Dec-16,,,,,,,,97.00,,642,,1-Oct-15,31-Mar-16,,7,,,,858,1,1,1-Jan-16,31-Dec-16,10.90,,Better than the National Rate,10.66,11.15,1676,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,16242,0,1,1-Jan-16,31-Dec-16,1.29,,0.63,2.36,No Different than the National Benchmark,16242,7,9,1-Jan-16,31-Dec-16,88.00,,480,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
393036,JOHN HEINZ INSTITUTE OF REHABILITATION MEDICINE,WILKES BARRE TOWNSHI,PA,18702,3,2018,1002,0.69,0.84,0,0.06,2,N,0.00,1,1.35,,,,,,0.70,,993,9,0.90,1-Oct-16,30-Sep-17,97.00,,642,623,1-Oct-15,31-Mar-16,,7,,,,901,1,0,1-Oct-16,30-Sep-17,,,,,,,,,99.90,,931,930,1-Jan-17,31-Dec-17,0.10,,931,1,1-Jan-17,31-Dec-17,,7,,,,10381,0,0,1-Oct-16,30-Sep-17,1.34,,0.62,2.55,No Different than the National Benchmark,10381,6,8,1-Oct-16,30-Sep-17,88.00,,480,423,1-Oct-15,31-Mar-16,65.71,,65.27,66.12,60.45,Better than the National Rate,868,1436,1-Oct-15,30-Sep-17,1.09,,1488,1-Oct-15,30-Sep-17
393037,HEALTHSOUTH REHABILITATION HOSPITAL OF YORK,YORK,PA,17404,3,2016,1095,0.51,0.97,0,0.06,2,P,0.00,1,1.25,0.10,,1480,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,4,,,,,,,1-Jan-15,31-Dec-15,13.25,,No Different than the National Rate,13.05,13.47,1408,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393037,HEALTHSOUTH REHABILITATION HOSPITAL OF YORK,YORK,PA,17404,3,2017,1284,0.49,1.00,0,0.05,2,P,0.00,1,1.24,0.20,,1543,1-Jan-16,31-Dec-16,,,,,,,,96.50,,826,,1-Oct-15,31-Mar-16,0.00,,,1.89,No Different than the National Benchmark,1471,2,0,1-Jan-16,31-Dec-16,13.67,,Worse than the National Rate,13.45,13.87,1534,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,22792,0,1,1-Jan-16,31-Dec-16,0.96,,0.49,1.70,No Different than the National Benchmark,22792,10,10,1-Jan-16,31-Dec-16,97.00,,419,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
393037,HEALTHSOUTH REHABILITATION HOSPITAL OF YORK,YORK,PA,17404,3,2018,1439,0.50,0.99,0,0.05,2,P,0.00,1,1.24,,,,,,0.40,,1557,8,0.50,1-Oct-16,30-Sep-17,96.50,,826,797,1-Oct-15,31-Mar-16,1.88,,0.48,5.11,No Different than the National Benchmark,1479,2,3,1-Oct-16,30-Sep-17,,,,,,,,,99.70,,1537,1532,1-Jan-17,31-Dec-17,0.20,,1537,3,1-Jan-17,31-Dec-17,,7,,,,22198,0,0,1-Oct-16,30-Sep-17,1.48,,0.88,2.36,No Different than the National Benchmark,22198,11,16,1-Oct-16,30-Sep-17,97.00,,419,405,1-Oct-15,31-Mar-16,68.67,,68.18,69.10,67.33,Better than the National Rate,1191,1769,1-Oct-15,30-Sep-17,1.02,,2236,1-Oct-15,30-Sep-17
393038,MAGEE REHABILITATION HOSPITAL,PHILADELPHIA,PA,19102,3,2016,368,0.34,1.10,0,0.27,2,N,0.05,1,1.43,0.40,,507,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,4,,,,,,,1-Jan-15,31-Dec-15,12.88,,No Different than the National Rate,12.65,13.10,399,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393038,MAGEE REHABILITATION HOSPITAL,PHILADELPHIA,PA,19102,3,2017,339,0.39,1.11,0,0.30,2,N,0.05,1,1.39,0.70,,484,1-Jan-16,31-Dec-16,,,,,,,,99.00,,297,,1-Oct-15,31-Mar-16,2.30,,1.43,3.52,Worse than the National Benchmark,5335,8,19,1-Jan-16,31-Dec-16,12.63,,Better than the National Rate,12.39,12.88,425,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,23162,0,0,1-Jan-16,31-Dec-16,0.69,,0.30,1.36,No Different than the National Benchmark,23162,10,7,1-Jan-16,31-Dec-16,99.00,,967,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
393038,MAGEE REHABILITATION HOSPITAL,PHILADELPHIA,PA,19102,3,2018,305,0.37,1.11,0,0.31,2,N,0.06,1,1.36,,,,,,1.40,,463,9,1.90,1-Oct-16,30-Sep-17,99.00,,297,294,1-Oct-15,31-Mar-16,1.93,,1.14,3.06,Worse than the National Benchmark,5364,8,16,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,438,438,1-Jan-17,31-Dec-17,0.20,,438,1,1-Jan-17,31-Dec-17,,7,,,,24234,0,0,1-Oct-16,30-Sep-17,0.49,,0.20,1.02,No Different than the National Benchmark,24234,12,6,1-Oct-16,30-Sep-17,99.00,,967,959,1-Oct-15,31-Mar-16,60.20,,59.79,60.63,52.36,Worse than the National Rate,211,403,1-Oct-15,30-Sep-17,1.32,,353,1-Oct-15,30-Sep-17
393039,HEALTHSOUTH NITTANY VALLEY REHABILITATION HOSPITAL,PLEASANT GAP,PA,16823,3,2016,832,0.50,0.98,0,0.13,2,N,0.00,1,1.24,0.30,,1163,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,4,,,,,,,1-Jan-15,31-Dec-15,12.58,,Better than the National Rate,12.38,12.79,1011,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393039,HEALTHSOUTH NITTANY VALLEY REHABILITATION HOSPITAL,PLEASANT GAP,PA,16823,3,2017,855,0.52,0.98,0,0.08,2,N,0.00,1,1.20,0.10,,1176,1-Jan-16,31-Dec-16,,,,,,,,91.00,,630,,1-Oct-15,31-Mar-16,0.79,,0.04,3.91,No Different than the National Benchmark,959,1,1,1-Jan-16,31-Dec-16,13.08,,Better than the National Rate,12.86,13.27,1063,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,16605,0,1,1-Jan-16,31-Dec-16,1.03,,0.45,2.03,No Different than the National Benchmark,16605,7,7,1-Jan-16,31-Dec-16,93.00,,285,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
393039,HEALTHSOUTH NITTANY VALLEY REHABILITATION HOSPITAL,PLEASANT GAP,PA,16823,3,2018,936,0.53,1.01,0,0.08,2,P,0.00,1,1.23,,,,,,0.10,,1196,1,0.10,1-Oct-16,30-Sep-17,91.00,,630,573,1-Oct-15,31-Mar-16,0.00,,,2.21,No Different than the National Benchmark,933,1,0,1-Oct-16,30-Sep-17,,,,,,,,,99.40,,1211,1204,1-Jan-17,31-Dec-17,0.50,,1211,6,1-Jan-17,31-Dec-17,,7,,,,16594,0,1,1-Oct-16,30-Sep-17,1.20,,0.59,2.21,No Different than the National Benchmark,16594,7,9,1-Oct-16,30-Sep-17,93.00,,285,265,1-Oct-15,31-Mar-16,68.59,,68.14,69.04,66.67,Better than the National Rate,800,1200,1-Oct-15,30-Sep-17,1.02,,1408,1-Oct-15,30-Sep-17
393040,HEALTHSOUTH REHAB HOSP OF ALTOONA,ALTOONA,PA,16602,3,2016,1039,0.44,0.93,0,0.13,2,P,0.00,1,1.36,0.90,,1509,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,4,,,,,,,1-Jan-15,31-Dec-15,11.92,,Better than the National Rate,11.71,12.14,1278,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393040,HEALTHSOUTH REHAB HOSP OF ALTOONA,ALTOONA,PA,16602,3,2017,1083,0.46,1.04,0,0.11,2,P,0.00,1,1.37,0.50,,1570,1-Jan-16,31-Dec-16,,,,,,,,94.30,,789,,1-Oct-15,31-Mar-16,0.00,,,1.52,No Different than the National Benchmark,1470,2,0,1-Jan-16,31-Dec-16,12.14,,Better than the National Rate,11.94,12.36,1298,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,24808,0,0,1-Jan-16,31-Dec-16,1.07,,0.54,1.91,No Different than the National Benchmark,24808,9,10,1-Jan-16,31-Dec-16,63.00,,470,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
393040,HEALTHSOUTH REHAB HOSP OF ALTOONA,ALTOONA,PA,16602,3,2018,1098,0.46,1.06,0,0.11,2,P,0.00,1,1.40,,,,,,0.60,,1534,13,0.80,1-Oct-16,30-Sep-17,94.30,,789,744,1-Oct-15,31-Mar-16,1.72,,0.55,4.15,No Different than the National Benchmark,1600,2,4,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,1519,1519,1-Jan-17,31-Dec-17,0.10,,1519,2,1-Jan-17,31-Dec-17,,7,,,,25079,0,1,1-Oct-16,30-Sep-17,0.97,,0.49,1.73,No Different than the National Benchmark,25079,10,10,1-Oct-16,30-Sep-17,63.00,,470,296,1-Oct-15,31-Mar-16,74.36,,73.88,74.83,70.03,Better than the National Rate,1098,1568,1-Oct-15,30-Sep-17,1.06,,1622,1-Oct-15,30-Sep-17
393045,HEALTHSOUTH REHABILITATION HOSPITAL OF SEWICKLEY,SEWICKLEY,PA,15143,3,2016,520,0.42,0.86,0,0.09,2,P,0.00,1,1.40,0.40,,746,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,4,,,,,,,1-Jan-15,31-Dec-15,13.57,,Worse than the National Rate,13.35,13.79,539,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393045,HEALTHSOUTH REHABILITATION HOSPITAL OF SEWICKLEY,SEWICKLEY,PA,15143,3,2017,547,0.41,0.86,0,0.05,2,P,0.00,1,1.42,0.40,,775,1-Jan-16,31-Dec-16,,,,,,,,95.60,,388,,1-Oct-15,31-Mar-16,3.23,,1.03,7.79,Worse than the National Benchmark,1146,1,4,1-Jan-16,31-Dec-16,14.75,,Worse than the National Rate,14.47,15.01,522,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,13500,0,0,1-Jan-16,31-Dec-16,2.44,,1.36,4.07,Worse than the National Benchmark,13500,5,13,1-Jan-16,31-Dec-16,71.00,,203,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
393045,HEALTHSOUTH REHABILITATION HOSPITAL OF SEWICKLEY,SEWICKLEY,PA,15143,3,2018,514,0.43,0.87,0,0.08,2,P,0.00,1,1.42,,,,,,0.20,,836,2,0.20,1-Oct-16,30-Sep-17,95.60,,388,371,1-Oct-15,31-Mar-16,,7,,,,854,1,2,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,841,841,1-Jan-17,31-Dec-17,0.50,,841,4,1-Jan-17,31-Dec-17,,7,,,,13628,0,0,1-Oct-16,30-Sep-17,1.81,,0.95,3.15,No Different than the National Benchmark,13628,6,11,1-Oct-16,30-Sep-17,71.00,,203,145,1-Oct-15,31-Mar-16,65.95,,65.50,66.41,59.52,Better than the National Rate,344,578,1-Oct-15,30-Sep-17,1.09,,818,1-Oct-15,30-Sep-17
393046,HEALTHSOUTH REHABILITATION HOSPITAL OF ERIE,ERIE,PA,16507,3,2016,1145,0.46,0.78,0,0.12,2,P,0.00,1,1.22,0.10,,1083,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,11.76,,Better than the National Rate,11.57,11.98,1184,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393046,HEALTHSOUTH REHABILITATION HOSPITAL OF ERIE,ERIE,PA,16507,3,2017,959,0.52,0.78,0,0.12,2,P,0.00,1,1.18,0.20,,1058,1-Jan-16,31-Dec-16,,,,,,,,95.50,,599,,1-Oct-15,31-Mar-16,,7,,,,742,1,0,1-Jan-16,31-Dec-16,12.08,,Better than the National Rate,11.84,12.32,1048,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,15027,0,0,1-Jan-16,31-Dec-16,0.36,,0.06,1.19,No Different than the National Benchmark,15027,6,2,1-Jan-16,31-Dec-16,80.00,,354,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
393046,HEALTHSOUTH REHABILITATION HOSPITAL OF ERIE,ERIE,PA,16507,3,2018,963,0.57,0.80,0,0.13,2,P,0.00,1,1.17,,,,,,0.10,,945,2,0.20,1-Oct-16,30-Sep-17,95.50,,599,572,1-Oct-15,31-Mar-16,,7,,,,571,1,1,1-Oct-16,30-Sep-17,,,,,,,,,99.70,,960,957,1-Jan-17,31-Dec-17,0.10,,959,1,1-Jan-17,31-Dec-17,,7,,,,14949,0,0,1-Oct-16,30-Sep-17,0.95,,0.30,2.29,No Different than the National Benchmark,14949,4,4,1-Oct-16,30-Sep-17,80.00,,354,284,1-Oct-15,31-Mar-16,65.21,,64.83,65.57,63.94,Better than the National Rate,681,1065,1-Oct-15,30-Sep-17,0.99,,1307,1-Oct-15,30-Sep-17
393047,GEISINGER HEALTHSOUTH REHABILITATION HOSPITAL,DANVILLE,PA,17821,3,2016,489,0.49,0.90,0,0.11,2,P,0.00,1,1.28,1.40,,729,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,13.16,,No Different than the National Rate,12.95,13.38,703,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393047,GEISINGER HEALTHSOUTH REHABILITATION HOSPITAL,DANVILLE,PA,17821,3,2017,513,0.47,0.90,0,0.11,2,P,0.00,1,1.26,0.70,,625,1-Jan-16,31-Dec-16,,,,,,,,92.30,,351,,1-Oct-15,31-Mar-16,,7,,,,457,1,1,1-Jan-16,31-Dec-16,13.83,,Worse than the National Rate,13.60,14.04,705,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,10575,0,0,1-Jan-16,31-Dec-16,0.18,,0.01,0.91,Better than the National Benchmark,10575,5,1,1-Jan-16,31-Dec-16,91.00,,345,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
393047,GEISINGER HEALTHSOUTH REHABILITATION HOSPITAL,DANVILLE,PA,17821,3,2018,481,0.48,0.95,0,0.14,2,P,0.00,1,1.26,,,,,,0.00,,657,0,0.00,1-Oct-16,30-Sep-17,92.30,,351,324,1-Oct-15,31-Mar-16,,7,,,,473,1,0,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,687,687,1-Jan-17,31-Dec-17,0.10,,687,1,1-Jan-17,31-Dec-17,,7,,,,10574,0,0,1-Oct-16,30-Sep-17,0.51,,0.13,1.38,No Different than the National Benchmark,10574,6,3,1-Oct-16,30-Sep-17,91.00,,345,313,1-Oct-15,31-Mar-16,66.55,,66.12,66.93,63.75,Better than the National Rate,459,720,1-Oct-15,30-Sep-17,1.00,,697,1-Oct-15,30-Sep-17
393053,"PENN STATE HERSHEY REHABILITATION, LLC",HUMMELSTOWN,PA,17036,3,2016,552,0.49,0.97,0,0.15,2,P,0.00,1,1.18,0.80,,768,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,4,,,,,,,1-Jan-15,31-Dec-15,12.73,,Better than the National Rate,12.53,12.94,789,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393053,"PENN STATE HERSHEY REHABILITATION, LLC",HUMMELSTOWN,PA,17036,3,2017,547,0.49,0.95,0,0.22,2,P,0.00,1,1.16,0.80,,773,1-Jan-16,31-Dec-16,,,,,,,,96.30,,437,,1-Oct-15,31-Mar-16,2.53,,0.80,6.10,No Different than the National Benchmark,1021,2,4,1-Jan-16,31-Dec-16,12.64,,Better than the National Rate,12.42,12.87,788,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,18148,0,0,1-Jan-16,31-Dec-16,0.93,,0.46,1.71,No Different than the National Benchmark,18148,10,9,1-Jan-16,31-Dec-16,74.00,,340,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
393053,PENN STATE HEALTH REHABILITATION HOSPITAL,HUMMELSTOWN,PA,17036,3,2018,549,0.46,0.94,0,0.19,2,P,0.00,1,1.23,,,,,,0.50,,758,5,0.70,1-Oct-16,30-Sep-17,96.30,,437,421,1-Oct-15,31-Mar-16,0.91,,0.15,3.02,No Different than the National Benchmark,1413,2,2,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,726,726,1-Jan-17,31-Dec-17,0.60,,726,4,1-Jan-17,31-Dec-17,,7,,,,17807,0,1,1-Oct-16,30-Sep-17,0.78,,0.34,1.54,No Different than the National Benchmark,17807,9,7,1-Oct-16,30-Sep-17,74.00,,340,253,1-Oct-15,31-Mar-16,58.32,,57.96,58.66,54.25,Worse than the National Rate,447,824,1-Oct-15,30-Sep-17,1.00,,831,1-Oct-15,30-Sep-17
